org:member;org:postIn;org:role;org:startDate;owner;resource_uri
5108;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-05-15;111;1b93da67-0546-4837-a06d-9036b5b5ac59
5108;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-03-13;111;1b93da67-0546-4837-a06d-9036b5b5ac59
5108;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-08-09;111;1b93da67-0546-4837-a06d-9036b5b5ac59
3398;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;0274b700-0d4c-455f-9977-58119f3d226a
4895;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-01-12;394;deac66fe-6199-4955-8e03-e1a3143c3754
739;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;9f2dc506-140d-4398-8547-862bcf25af14
13;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-01-29;1206;9872098e-b4c8-448b-8f16-08b7c933dc99
13;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2010-07-08;1206;9872098e-b4c8-448b-8f16-08b7c933dc99
13;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-07-01;1206;9872098e-b4c8-448b-8f16-08b7c933dc99
704;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-04-02;4529;b8ec4173-dfa0-4777-8a71-234a9a8d8253
111;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-18;;1b93da67-0546-4837-a06d-9036b5b5ac59
111;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-12-17;;1b93da67-0546-4837-a06d-9036b5b5ac59
111;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;1b93da67-0546-4837-a06d-9036b5b5ac59
3823;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;1176cd4d-49fb-4763-80d8-f96cbbf60dd3
391;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-10-17;;fdfe0c79-fcf4-44f4-8a5e-d63b201fe7e0
391;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-06-30;;fdfe0c79-fcf4-44f4-8a5e-d63b201fe7e0
391;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;fdfe0c79-fcf4-44f4-8a5e-d63b201fe7e0
4697;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;5f86f650-1ecf-4df5-a2be-136ed7be1392
5144;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-07-11;1754;e580cb62-31f0-4bdb-a7d7-3f48304573d9
3597;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-05-17;73;49d43d72-bab1-4706-b763-875495a8c207
3881;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-09-30;950;ed15ebac-8dd8-449d-aaff-9a79a2486236
3811;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;a60997e6-3d85-4cca-b5e7-743cbece4b03
4772;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-08-06;945;7245909a-40c3-4b79-a0e5-346a6861944f
4772;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-04-03;945;7245909a-40c3-4b79-a0e5-346a6861944f
604;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-10-17;;e9faf91e-88de-4f4e-9c07-af53eebe6e0c
604;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;e9faf91e-88de-4f4e-9c07-af53eebe6e0c
5016;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;c0c8b43a-1373-4977-9358-d5060e5ef0ad
5070;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-11-15;3399;0961bb2f-61b2-42d6-80bd-5dd475812db7
5070;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-07-13;3399;0961bb2f-61b2-42d6-80bd-5dd475812db7
1176;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;616e361c-1761-49d3-8aa4-af5411e767ac
4645;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;c910273e-ae9b-4c8e-938c-e2527b12f109
4763;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-04-23;;f8e4e863-7db9-4973-834d-84cecf066ca0
4763;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-01-30;;f8e4e863-7db9-4973-834d-84cecf066ca0
4763;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;f8e4e863-7db9-4973-834d-84cecf066ca0
558;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;76580871-8e21-4b9d-8e56-6ccc1121f6f9
4786;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-03-26;1023;065eed6b-2b5d-4404-89c3-14da616d220f
3372;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-11-15;;a69ff9e0-15b2-462e-a9f5-ba70c954092d
3372;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;a69ff9e0-15b2-462e-a9f5-ba70c954092d
982;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;7976650a-d805-4d23-9b1f-c5414525a257
4949;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-07-17;3372;a69ff9e0-15b2-462e-a9f5-ba70c954092d
5106;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-11-08;635;eb6123db-225a-4018-85f6-4c0e070bdcc5
4957;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-06;952;60f60210-7f5e-4d01-aee1-383a2ae4f210
4957;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-12-12;952;60f60210-7f5e-4d01-aee1-383a2ae4f210
5048;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-06-14;5006;809cb800-fe85-4511-86a4-2a510c7e2a55
5038;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;4994;06312159-0546-4f24-9d3d-bfb500816ba5
4560;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;0973f06a-f6b4-4c4d-940f-78da340ececd
4893;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-01-30;527;3fd5eb1d-da1c-4a83-93be-44e70bea86b6
5110;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-05-02;111;1b93da67-0546-4837-a06d-9036b5b5ac59
73;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-05-24;;49d43d72-bab1-4706-b763-875495a8c207
73;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;49d43d72-bab1-4706-b763-875495a8c207
4543;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;8bf08042-bb0f-4c5e-90e7-a6bfa9b505e4
72;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;c89bc01b-9a4e-4efa-b285-d3b5cbd304a4
5052;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-10-19;604;e9faf91e-88de-4f4e-9c07-af53eebe6e0c
5052;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-06-06;604;e9faf91e-88de-4f4e-9c07-af53eebe6e0c
4593;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;5c2e853f-8afd-4ae7-aa5c-fd9cd0d3f81e
635;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-03-08;;eb6123db-225a-4018-85f6-4c0e070bdcc5
635;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;eb6123db-225a-4018-85f6-4c0e070bdcc5
5182;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;5016;c0c8b43a-1373-4977-9358-d5060e5ef0ad
3868;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;fa38fb81-c305-482a-822b-f2ff03d2b18d
5072;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-06-14;5004;007cbe48-ccf5-423f-9056-d73f756a10b5
5072;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-07-13;5004;007cbe48-ccf5-423f-9056-d73f756a10b5
70;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;29bfebde-2521-433e-bf47-4561903df6d6
5012;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;061053bf-a1ac-4057-9dec-f163f9ae4e95
2207;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-12-22;4645;c910273e-ae9b-4c8e-938c-e2527b12f109
1206;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2010-11-11;;9872098e-b4c8-448b-8f16-08b7c933dc99
1206;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-10-27;;9872098e-b4c8-448b-8f16-08b7c933dc99
1206;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;9872098e-b4c8-448b-8f16-08b7c933dc99
5010;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;b8c98273-f84d-40f4-b492-75763d664c80
4927;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-12-17;765;e4325837-7246-44c2-973f-f7fc676cee77
68;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;5d579b03-b8cb-4688-943b-f8d9a6bd2a82
5116;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-05-17;3360;36dc5146-95fe-4594-bce1-2cd97bfe278d
825;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;e9954ff0-cb78-432b-ac00-8dddcb29438b
5020;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-03;87;d043523a-0c89-464c-8a32-1f0547fb898a
1210;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-09-16;4531;43726a5d-2688-4668-b730-d57ce937df17
1210;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2009-09-09;4531;43726a5d-2688-4668-b730-d57ce937df17
5018;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-12-18;16;6fc91c48-f512-4965-b042-97de32ab4078
3741;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;6f945dd8-b81a-48dc-985f-537b9421ff44
64;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-16;5004;007cbe48-ccf5-423f-9056-d73f756a10b5
4961;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2010-07-13;1206;9872098e-b4c8-448b-8f16-08b7c933dc99
952;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-04-15;;60f60210-7f5e-4d01-aee1-383a2ae4f210
952;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;60f60210-7f5e-4d01-aee1-383a2ae4f210
4539;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;afd4f277-7740-4a70-905b-8b7c89793ff3
5000;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-11-13;;79cbeb36-6376-4a5d-9111-b808c6b516df
5000;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;79cbeb36-6376-4a5d-9111-b808c6b516df
527;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;3fd5eb1d-da1c-4a83-93be-44e70bea86b6
1023;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2009-01-29;;065eed6b-2b5d-4404-89c3-14da616d220f
1023;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;065eed6b-2b5d-4404-89c3-14da616d220f
4998;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;2d7721b9-ac4a-4092-a309-2d456b841fc2
4535;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;57d7b25b-5ac1-4213-8b35-42cf11f0b58a
4788;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;1249;be4679f5-5f23-4ae6-a916-7ee22f4e9165
4788;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-10-03;1249;be4679f5-5f23-4ae6-a916-7ee22f4e9165
4788;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-07-03;1249;be4679f5-5f23-4ae6-a916-7ee22f4e9165
3366;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-10-01;;c8d2d600-498c-417d-92a4-2a74e9c66d5d
3366;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-03-17;;c8d2d600-498c-417d-92a4-2a74e9c66d5d
3366;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;c8d2d600-498c-417d-92a4-2a74e9c66d5d
643;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;d340321c-e466-4e19-888d-7d870aa152f7
631;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;a7122072-ec1c-46ef-a014-4d84fd6359ea
5002;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;29abd506-f4b8-4225-b137-9584c01e406a
4575;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;b92bc3fb-5ec6-4023-a8c9-87c33d5f33dd
3579;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-02;16;6fc91c48-f512-4965-b042-97de32ab4078
3695;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;3406398a-7c33-42f6-bf15-545eef2e1929
5156;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-23;4721;828a116f-4eda-4360-9971-1b00b0d1fe8b
5156;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-12-06;4721;828a116f-4eda-4360-9971-1b00b0d1fe8b
1249;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-01-31;;be4679f5-5f23-4ae6-a916-7ee22f4e9165
1249;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-10-29;;be4679f5-5f23-4ae6-a916-7ee22f4e9165
1249;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;be4679f5-5f23-4ae6-a916-7ee22f4e9165
