cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;slp:resource_uri
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
141405;CELSO MALDANER;CELSO MALDANER;dbe830c8bffce8880994d263ab9acfda
141405;CELSO MALDANER;CELSO MALDANER;dbe830c8bffce8880994d263ab9acfda
141405;CELSO MALDANER;CELSO MALDANER;dbe830c8bffce8880994d263ab9acfda
167493;WEVERTON ROCHA MARQUES DE SOUSA;WEVERTON ROCHA;1f1c62ef9b4ef360b9885fdd225dcf25
167493;WEVERTON ROCHA MARQUES DE SOUSA;WEVERTON ROCHA;1f1c62ef9b4ef360b9885fdd225dcf25
178931;LUCIANO DUCCI;LUCIANO DUCCI;baa38f0a7dd2d566734ca4c738dbde33
179000;MARCELO HENRIQUE TEIXEIRA DIAS;MARCELO ÁLVARO ANTÔNIO;f6bf81384ac9974440e6a33306016d54
178826;SERGIO OLIMPIO GOMES;MAJOR OLIMPIO;7359222244b5c2679a8818913b6e2431
74253;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;0813ea21188896b0fe638aae33028fdd
74253;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;0813ea21188896b0fe638aae33028fdd
74253;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;0813ea21188896b0fe638aae33028fdd
141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;4bfbda1c20ab069a5da485a8db056533
141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;4bfbda1c20ab069a5da485a8db056533
141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;4bfbda1c20ab069a5da485a8db056533
178839;JESSICA ROJAS SALES;JÉSSICA SALES;690887900e9febb3329a9305d0f4511d
141411;DAGOBERTO NOGUEIRA FILHO;DAGOBERTO;18f39351fac4b6e3558d110edb4fa999
141411;DAGOBERTO NOGUEIRA FILHO;DAGOBERTO;18f39351fac4b6e3558d110edb4fa999
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
178971;JONY MARCOS DE SOUZA ARAUJO;JONY MARCOS;a8ec4004ffb11823e3484569ce25b2f2
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
162332;LUIZ HILOSHI NISHIMORI;LUIZ NISHIMORI;2cde5c79f3c4ccef8630df8026faac11
162332;LUIZ HILOSHI NISHIMORI;LUIZ NISHIMORI;2cde5c79f3c4ccef8630df8026faac11
178911;SIMONE MARIA MORGADO FERREIRA;SIMONE MORGADO;724decace47f64055198df04713731a8
160565;MARA CRISTINA GABRILLI;MARA GABRILLI;0ae2cd939ac4624efb8e52ed61134295
160565;MARA CRISTINA GABRILLI;MARA GABRILLI;0ae2cd939ac4624efb8e52ed61134295
178949;ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;ZENAIDE MAIA;5c8a568464ac4a081a6534a6f5ddd6e6
178860;PAULO VELLOSO DANTAS AZI;PAULO AZI;4167beb2862be52eeda4d9d94ae013d0
152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;c0761224b107e62ec4dd671d35dfab8b
152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;c0761224b107e62ec4dd671d35dfab8b
152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;c0761224b107e62ec4dd671d35dfab8b
62881;FRANCISCO DANILO BASTOS FORTE;DANILO FORTE;a611de286f6a342263c4c0b56216a888
62881;FRANCISCO DANILO BASTOS FORTE;DANILO FORTE;a611de286f6a342263c4c0b56216a888
141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;ff4eae2ce878069a130cd5ab99c1fc91
141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;ff4eae2ce878069a130cd5ab99c1fc91
141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;ff4eae2ce878069a130cd5ab99c1fc91
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
67138;IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA;IRACEMA PORTELLA;58fa6c67945cdd48d47625e960698c58
67138;IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA;IRACEMA PORTELLA;58fa6c67945cdd48d47625e960698c58
160642;FRANCISCO EURICO DA SILVA;PASTOR EURICO;6f059c556ae39135ae9e016ec2b74458
160642;FRANCISCO EURICO DA SILVA;PASTOR EURICO;6f059c556ae39135ae9e016ec2b74458
160669;GENECIAS MATEUS NORONHA;GENECIAS NORONHA;afac7447b99191d53a51822a4290398a
160669;GENECIAS MATEUS NORONHA;GENECIAS NORONHA;afac7447b99191d53a51822a4290398a
160646;FERNANDO DESTITO FRANCISCHINI;FERNANDO FRANCISCHINI;df67099abb0f296af86adf7d4674d596
160646;FERNANDO DESTITO FRANCISCHINI;FERNANDO FRANCISCHINI;df67099abb0f296af86adf7d4674d596
160601;MARCO ANTÔNIO FELICIANO;PASTOR MARCO FELICIANO;898fe6600e18afd432299b80d37ff805
160601;MARCO ANTÔNIO FELICIANO;PASTOR MARCO FELICIANO;898fe6600e18afd432299b80d37ff805
160545;ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;5f916e54188bc05318af71a94b5f8702
160545;ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;5f916e54188bc05318af71a94b5f8702
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
178980;ANTONIO GOULART DOS REIS;GOULART;ee250c18adbab5eeea5f8e7370500401
160976;FRANCISCO EVERARDO OLIVEIRA SILVA;TIRIRICA;9f1afc4935178c6ad9e7db16a4908939
160976;FRANCISCO EVERARDO OLIVEIRA SILVA;TIRIRICA;9f1afc4935178c6ad9e7db16a4908939
160518;WELITON FERNANDES PRADO;WELITON PRADO;b38d09788cd6118b4af2e0688f50ca15
160518;WELITON FERNANDES PRADO;WELITON PRADO;b38d09788cd6118b4af2e0688f50ca15
178998;TANIA RAQUEL DE QUEIROZ MUNIZ;RAQUEL MUNIZ;1e988ec5a4eb9a53b9c2ee3528ade31a
160607;JOSE LUIZ STÉDILE;JOSE STÉDILE;ab8a8fc9b6bade57b3de922c6ca7b76c
160607;JOSE LUIZ STÉDILE;JOSE STÉDILE;ab8a8fc9b6bade57b3de922c6ca7b76c
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
178968;ADELSON BARRETO DOS SANTOS;ADELSON BARRETO;fe89dffa250a3c5a416e387ffa9cfbde
74095;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;5055f193727d2166212763d456929b50
74095;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;5055f193727d2166212763d456929b50
74095;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;5055f193727d2166212763d456929b50
148134;VICTORIO GALLI FILHO;PROFESSOR VICTORIO GALLI;76806d1fc0f06eb5839dab8a1347f582
148134;VICTORIO GALLI FILHO;PROFESSOR VICTORIO GALLI;76806d1fc0f06eb5839dab8a1347f582
148134;VICTORIO GALLI FILHO;PROFESSOR VICTORIO GALLI;76806d1fc0f06eb5839dab8a1347f582
171617;PAULO FERNANDO DOS SANTOS;PAULÃO;4697711dec20e79750412e6804146c05
171617;PAULO FERNANDO DOS SANTOS;PAULÃO;4697711dec20e79750412e6804146c05
178896;NEWTON CARDOSO JUNIOR;NEWTON CARDOSO JR;40237fd8ba4f54842d31f2f0ea506689
178946;SORAYA ALENCAR DOS SANTOS;SORAYA SANTOS;9cce67ad09d30704bb5aec7d6690860f
178893;EDSON MOREIRA DA SILVA;DELEGADO EDSON MOREIRA;f46fe28cb618facfc576ca9e5435f1d5
178984;MIGUEL MOUBADDA HADDAD;MIGUEL HADDAD;4425601e0a568feefec112a136912b51
74848;JANDIRA FEGHALI;JANDIRA FEGHALI;f910adae62ee97280ae7de4b40829176
74848;JANDIRA FEGHALI;JANDIRA FEGHALI;f910adae62ee97280ae7de4b40829176
74848;JANDIRA FEGHALI;JANDIRA FEGHALI;f910adae62ee97280ae7de4b40829176
159237;FRANCISCO DE ASSIS CARVALHO GONÇALVES;ASSIS CARVALHO;d1a600d1a5a5a968880a0ba710122553
159237;FRANCISCO DE ASSIS CARVALHO GONÇALVES;ASSIS CARVALHO;d1a600d1a5a5a968880a0ba710122553
141518;PAULO PEREIRA DA SILVA;PAULO PEREIRA DA SILVA;bd52443cc735ff8fa931d0c2260c1105
141518;PAULO PEREIRA DA SILVA;PAULO PEREIRA DA SILVA;bd52443cc735ff8fa931d0c2260c1105
141518;PAULO PEREIRA DA SILVA;PAULO PEREIRA DA SILVA;bd52443cc735ff8fa931d0c2260c1105
129618;MARIA GORETE PEREIRA;GORETE PEREIRA;086c05a4246f07d21cea8354bc9b8284
129618;MARIA GORETE PEREIRA;GORETE PEREIRA;086c05a4246f07d21cea8354bc9b8284
129618;MARIA GORETE PEREIRA;GORETE PEREIRA;086c05a4246f07d21cea8354bc9b8284
129618;MARIA GORETE PEREIRA;GORETE PEREIRA;086c05a4246f07d21cea8354bc9b8284
178914;ADALBERTO CAVALCANTI RODRIGUES;ADALBERTO CAVALCANTI;a1b4e1be75373eeee9e4bd632e38f885
73714;José Reinaldo Carneiro Tavares;JOSÉ REINALDO;a19c98515867e337902a89098c1bb012
113247;VALMIR PRASCIDELLI;VALMIR PRASCIDELLI;25dfc0be7c347bef94079c31ad957177
73666;JOVAIR DE OLIVEIRA ARANTES;JOVAIR ARANTES;bd8333f6c13dbe58b8770a87f4f595c5
73666;JOVAIR DE OLIVEIRA ARANTES;JOVAIR ARANTES;bd8333f6c13dbe58b8770a87f4f595c5
73666;JOVAIR DE OLIVEIRA ARANTES;JOVAIR ARANTES;bd8333f6c13dbe58b8770a87f4f595c5
73666;JOVAIR DE OLIVEIRA ARANTES;JOVAIR ARANTES;bd8333f6c13dbe58b8770a87f4f595c5
74160;PATRUS ANANIAS DE SOUSA;PATRUS ANANIAS;3894991ec381df75e50674602ed4b972
74160;PATRUS ANANIAS DE SOUSA;PATRUS ANANIAS;3894991ec381df75e50674602ed4b972
132504;ENIO JOSÉ VERRI;ENIO VERRI;c2045c2a9076413255d89585e8a5b742
73926;JANETE MARIA GÓES CAPIBERIBE;JANETE CAPIBERIBE;fd29d30c0da433c5339499590934185f
73926;JANETE MARIA GÓES CAPIBERIBE;JANETE CAPIBERIBE;fd29d30c0da433c5339499590934185f
73926;JANETE MARIA GÓES CAPIBERIBE;JANETE CAPIBERIBE;fd29d30c0da433c5339499590934185f
73926;JANETE MARIA GÓES CAPIBERIBE;JANETE CAPIBERIBE;fd29d30c0da433c5339499590934185f
164359;WALDIR SOARES DE OLIVEIRA;DELEGADO WALDIR;2603e4b9ccd72401e9f1a81a0a9a2311
164359;WALDIR SOARES DE OLIVEIRA;DELEGADO WALDIR;2603e4b9ccd72401e9f1a81a0a9a2311
93472;CRISTIANE BRASIL FRANCISCO;CRISTIANE BRASIL;d42cc461b142661e92bafeab96beba82
141428;FÁBIO SALUSTINO MESQUITA DE FARIA;FÁBIO FARIA;9940fbb9e429fe991f2ac0bf84d3a37c
141428;FÁBIO SALUSTINO MESQUITA DE FARIA;FÁBIO FARIA;9940fbb9e429fe991f2ac0bf84d3a37c
141428;FÁBIO SALUSTINO MESQUITA DE FARIA;FÁBIO FARIA;9940fbb9e429fe991f2ac0bf84d3a37c
160649;ESPERIDIÃO AMIN HELOU FILHO;ESPERIDIÃO AMIN;87638b8893b286de5290dd98d0d4af8f
160649;ESPERIDIÃO AMIN HELOU FILHO;ESPERIDIÃO AMIN;87638b8893b286de5290dd98d0d4af8f
73553;NELSON MARQUEZELLI;NELSON MARQUEZELLI;f6a39183d6ec6a2381117f8412fa7f67
73553;NELSON MARQUEZELLI;NELSON MARQUEZELLI;f6a39183d6ec6a2381117f8412fa7f67
73553;NELSON MARQUEZELLI;NELSON MARQUEZELLI;f6a39183d6ec6a2381117f8412fa7f67
73553;NELSON MARQUEZELLI;NELSON MARQUEZELLI;f6a39183d6ec6a2381117f8412fa7f67
178873;HELDER IGNACIO SALOMAO;HELDER SALOMÃO;646e16bdbf70f31f71fdf5431e9ee305
66828;FAUSTO RUY PINATO;FAUSTO PINATO;14c254655904402a20ef86994443472e
160674;HUGO MOTTA WANDERLEY DA NÓBREGA;HUGO MOTTA;36b2f7c46582100c98db274f30ce66d2
160674;HUGO MOTTA WANDERLEY DA NÓBREGA;HUGO MOTTA;36b2f7c46582100c98db274f30ce66d2
160531;JOHNATHAN PEREIRA DE JESUS;JHONATAN DE JESUS;fd74bb11ed8f111c3dd0afc198dc368e
160531;JOHNATHAN PEREIRA DE JESUS;JHONATAN DE JESUS;fd74bb11ed8f111c3dd0afc198dc368e
160622;VICENTE CÂNDIDO DA SILVA;VICENTE CANDIDO;860147c35cbaed9920f3de7aa28082de
160622;VICENTE CÂNDIDO DA SILVA;VICENTE CANDIDO;860147c35cbaed9920f3de7aa28082de
151208;LAERCIO JOSÉ DE OLIVEIRA;LAERCIO OLIVEIRA;1e20dc2c0a392615dfd151b740138cd5
151208;LAERCIO JOSÉ DE OLIVEIRA;LAERCIO OLIVEIRA;1e20dc2c0a392615dfd151b740138cd5
151208;LAERCIO JOSÉ DE OLIVEIRA;LAERCIO OLIVEIRA;1e20dc2c0a392615dfd151b740138cd5
178927;ALIEL MACHADO BARK;ALIEL MACHADO;292752eeb282a9776ee443cf44b26bb7
92346;EDUARDO NANTES BOLSONARO;EDUARDO BOLSONARO;477a254231e44ace6594c9967ba5f797
141542;SÉRGIO IVAN MORAES;SÉRGIO MORAES;ff2fc86967b81085c279d2195ebb806d
141542;SÉRGIO IVAN MORAES;SÉRGIO MORAES;ff2fc86967b81085c279d2195ebb806d
141542;SÉRGIO IVAN MORAES;SÉRGIO MORAES;ff2fc86967b81085c279d2195ebb806d
160528;DANILO JORGE DE BARROS CABRAL;DANILO CABRAL;338bb4101273f30f14f85cb44c503aa8
160528;DANILO JORGE DE BARROS CABRAL;DANILO CABRAL;338bb4101273f30f14f85cb44c503aa8
178890;ADELMO CARNEIRO LEAO;ADELMO CARNEIRO LEÃO;74357723030a17509289969d1421aa99
178994;DULCE FERREIRA PAGANI MIRANDA;DULCE MIRANDA;032330384cefa018eccf2b62df939e7b
178870;RÔNEY TANIOS NEMER;RÔNEY NEMER;46f55dae7d1a73ec6c494c3187d1128b
178907;FRANCISCO ALVES DE AGUIAR;FRANCISCO CHAPADINHA;ae758b3ef193ee48b2d34397e1e76283
178851;JOZIANE ARAÚJO NASCIMENTO;JOZI ARAÚJO;cc657edc2ed1f6e66c64595b7d2be870
160643;JORGE SILVA;DR. JORGE SILVA;bbf7c7fc4f9ebd28a6651245bec8e3db
160643;JORGE SILVA;DR. JORGE SILVA;bbf7c7fc4f9ebd28a6651245bec8e3db
141413;DÉCIO NERY DE LIMA;DÉCIO LIMA;ad8da3706a48a019d2e233c732aeaa99
141413;DÉCIO NERY DE LIMA;DÉCIO LIMA;ad8da3706a48a019d2e233c732aeaa99
141413;DÉCIO NERY DE LIMA;DÉCIO LIMA;ad8da3706a48a019d2e233c732aeaa99
74041;LUIZ ALBUQUERQUE COUTO;LUIZ COUTO;b20401fcf0665b7aa80bf7adbd9579a0
74041;LUIZ ALBUQUERQUE COUTO;LUIZ COUTO;b20401fcf0665b7aa80bf7adbd9579a0
74041;LUIZ ALBUQUERQUE COUTO;LUIZ COUTO;b20401fcf0665b7aa80bf7adbd9579a0
74041;LUIZ ALBUQUERQUE COUTO;LUIZ COUTO;b20401fcf0665b7aa80bf7adbd9579a0
73778;LUIZ CARLOS JORGE HAULY;LUIZ CARLOS HAULY;2892a01c9e7f86df392c287436ca36cc
73778;LUIZ CARLOS JORGE HAULY;LUIZ CARLOS HAULY;2892a01c9e7f86df392c287436ca36cc
73778;LUIZ CARLOS JORGE HAULY;LUIZ CARLOS HAULY;2892a01c9e7f86df392c287436ca36cc
73778;LUIZ CARLOS JORGE HAULY;LUIZ CARLOS HAULY;2892a01c9e7f86df392c287436ca36cc
160571;JOÃO RODRIGUES;JOÃO RODRIGUES;a4fabe6cea8833fa796281ea92fcfa44
160571;JOÃO RODRIGUES;JOÃO RODRIGUES;a4fabe6cea8833fa796281ea92fcfa44
178868;LUIZ ODORICO MONTEIRO DE ANDRADE;ODORICO MONTEIRO;bf25e20c0be5f8f96911c6f79ddb7003
141472;JOSÉ RICARDO ALVARENGA TRIPOLI;RICARDO TRIPOLI;18a8b20e198e0e5a8429c4b1ffb13cae
141472;JOSÉ RICARDO ALVARENGA TRIPOLI;RICARDO TRIPOLI;18a8b20e198e0e5a8429c4b1ffb13cae
141472;JOSÉ RICARDO ALVARENGA TRIPOLI;RICARDO TRIPOLI;18a8b20e198e0e5a8429c4b1ffb13cae
178962;ANTONIO CARLOS GOMES DA SILVA;CARLOS GOMES;47b543dc3a294d53128adfe3add912bf
178909;HELIO LEITE DA SILVA;HÉLIO LEITE;df9368b57a34f6519653aff6e355f098
178887;RUBENS PEREIRA E SILVA JUNIOR;RUBENS PEREIRA JÚNIOR;66e20d01b9b08c8f36eec26aca39e633
74439;WOLNEY QUEIROZ MACIEL;WOLNEY QUEIROZ;96fed180292df8fbfca1e89b36c18541
74439;WOLNEY QUEIROZ MACIEL;WOLNEY QUEIROZ;96fed180292df8fbfca1e89b36c18541
74439;WOLNEY QUEIROZ MACIEL;WOLNEY QUEIROZ;96fed180292df8fbfca1e89b36c18541
74060;DANIEL GOMES DE ALMEIDA;DANIEL ALMEIDA;0451666d8448753cee9014aeff861ff5
74060;DANIEL GOMES DE ALMEIDA;DANIEL ALMEIDA;0451666d8448753cee9014aeff861ff5
74060;DANIEL GOMES DE ALMEIDA;DANIEL ALMEIDA;0451666d8448753cee9014aeff861ff5
74060;DANIEL GOMES DE ALMEIDA;DANIEL ALMEIDA;0451666d8448753cee9014aeff861ff5
160599;DIMAS FABIANO TOLEDO JÚNIOR;DIMAS FABIANO;e0d1e61e0036939b7af3edaf2bc5c978
160599;DIMAS FABIANO TOLEDO JÚNIOR;DIMAS FABIANO;e0d1e61e0036939b7af3edaf2bc5c978
93083;CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO;CACÁ LEÃO;6c937ac640034ba75878372bc5e24d99
99654;ERIVELTON LIMA SANTANA;ERIVELTON SANTANA;9eb592a766eea0d17e0dad3dd56a7ad9
99654;ERIVELTON LIMA SANTANA;ERIVELTON SANTANA;9eb592a766eea0d17e0dad3dd56a7ad9
141439;FRANCISCO JOSÉ D'ANGELO PINTO;CHICO D'ANGELO;61f66fdcf3f702e39119ca146cfb9d1e
141439;FRANCISCO JOSÉ D'ANGELO PINTO;CHICO D'ANGELO;61f66fdcf3f702e39119ca146cfb9d1e
141439;FRANCISCO JOSÉ D'ANGELO PINTO;CHICO D'ANGELO;61f66fdcf3f702e39119ca146cfb9d1e
141394;BRUNO CAVALCANTI DE ARAÚJO;BRUNO ARAÚJO;c4fb876551ffbb0c910f738048ccf97c
141394;BRUNO CAVALCANTI DE ARAÚJO;BRUNO ARAÚJO;c4fb876551ffbb0c910f738048ccf97c
141394;BRUNO CAVALCANTI DE ARAÚJO;BRUNO ARAÚJO;c4fb876551ffbb0c910f738048ccf97c
141480;LÁZARO BOTELHO MARTINS;LÁZARO BOTELHO;6075e2656ace7921d96c066dc9949a14
141480;LÁZARO BOTELHO MARTINS;LÁZARO BOTELHO;6075e2656ace7921d96c066dc9949a14
141480;LÁZARO BOTELHO MARTINS;LÁZARO BOTELHO;6075e2656ace7921d96c066dc9949a14
152610;BENEDITO ROBERTO ALVES FERREIRA;ROBERTO ALVES;76cfe839d60b2d7ab9f1e8d7580818b1
152610;BENEDITO ROBERTO ALVES FERREIRA;ROBERTO ALVES;76cfe839d60b2d7ab9f1e8d7580818b1
74398;MARIA DO ROSÁRIO NUNES;MARIA DO ROSÁRIO;64528dfffa37938544c595f5ba9ce394
74398;MARIA DO ROSÁRIO NUNES;MARIA DO ROSÁRIO;64528dfffa37938544c595f5ba9ce394
74398;MARIA DO ROSÁRIO NUNES;MARIA DO ROSÁRIO;64528dfffa37938544c595f5ba9ce394
74398;MARIA DO ROSÁRIO NUNES;MARIA DO ROSÁRIO;64528dfffa37938544c595f5ba9ce394
73463;OSMAR JOSÉ SERRAGLIO;OSMAR SERRAGLIO;b683fed21bc97cfb97dee76415fe677c
73463;OSMAR JOSÉ SERRAGLIO;OSMAR SERRAGLIO;b683fed21bc97cfb97dee76415fe677c
73463;OSMAR JOSÉ SERRAGLIO;OSMAR SERRAGLIO;b683fed21bc97cfb97dee76415fe677c
73463;OSMAR JOSÉ SERRAGLIO;OSMAR SERRAGLIO;b683fed21bc97cfb97dee76415fe677c
73808;SÉRGIO LUÍS LACERDA BRITO;SÉRGIO BRITO;c4b778dbfd4451855f345dcdee986ffd
73808;SÉRGIO LUÍS LACERDA BRITO;SÉRGIO BRITO;c4b778dbfd4451855f345dcdee986ffd
73808;SÉRGIO LUÍS LACERDA BRITO;SÉRGIO BRITO;c4b778dbfd4451855f345dcdee986ffd
74784;LUIZA ERUNDINA DE SOUSA;LUIZA ERUNDINA;15b0c0db25954935f07116f5d3e83102
74784;LUIZA ERUNDINA DE SOUSA;LUIZA ERUNDINA;15b0c0db25954935f07116f5d3e83102
74784;LUIZA ERUNDINA DE SOUSA;LUIZA ERUNDINA;15b0c0db25954935f07116f5d3e83102
74784;LUIZA ERUNDINA DE SOUSA;LUIZA ERUNDINA;15b0c0db25954935f07116f5d3e83102
