DataFim;DataInicio;NumeroLegislatura;org:role;sen:CodigoMandato;sen:UfParlamentar;slp:resource_uri
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;b44885f8-7ff5-4df9-8031-20b592815446
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;61b1558b-8794-48be-a42a-658e9d390822
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;f528691a-7d6a-4d1f-af78-2ddb40da0900
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;514;PR;f732e435-f07a-40b3-b818-72b855eb3bbe
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;514;PR;4147e816-9f63-430a-a21c-b29b967e5444
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;476;RN;033187e5-68a2-4ac9-9cb5-f6b64480bd99
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;476;RN;88b16f00-937a-4856-894f-ac4cc4206a8b
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;441;MG;a0b28af0-0ab5-4da6-8dc2-a01ea66713c5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;441;MG;7d8d3458-9f72-47ad-8a4b-e2575d9c920f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;490;AP;92d44e22-85f9-4f4a-905e-6f0e6af8472e
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;490;AP;83e6ca00-ce7f-41e3-9acc-b045339f9615
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;477;RO;d9249746-7c8a-447a-893e-e8324eb48f3d
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;477;RO;b95c0655-cad0-43c6-9624-a1eaddf51de0
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;510;RN;dbfbc1ad-7951-4f77-885b-c894fcca6b18
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;510;RN;e2d0f3fc-28a4-4833-aaae-a92c790d291a
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;c3f2a5c6-6f1b-4be6-b951-b014e9ff1965
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;3b5dfbe2-9d9f-48eb-ab33-35d87139fc5f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;470;DF;e81802a1-b0bb-4db9-b5d5-0f6e9750b42b
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;470;DF;4206af1f-8959-4922-a1f9-c473fa8e0e10
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;97b68971-3bcb-44e1-a631-4a7f8109c52f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;dacd279d-4950-4d6a-ae18-17a3b87f1e24
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;f6681a42-0466-4100-b531-bd57c99383f4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;c173fe49-196c-4b21-a33b-c62a2af2e83e
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;439;PR;b894b222-e9d2-4dc8-b23d-7192524cc4d5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;439;PR;aa83da0e-45e7-4dde-8d56-8e6034d9f3b9
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;90f726fa-320d-4dc1-a559-5e76cc885787
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;a99654fd-1b96-4634-98ee-9cc646e54fe3
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;500;AC;31ebf33a-1911-4b97-ab1b-577b1ed00114
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;500;AC;86348b46-17a3-466e-9445-714b1baf4265
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;446;MS;1f99b49a-a07b-40f1-b827-79d51854c7e4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;446;MS;c337b5e0-321b-404a-9da8-a76f0e3f432f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;464;AP;80fba4d3-dd6b-42c1-95ba-b93b9afe8de1
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;464;AP;313bba58-ce41-4301-a5ba-f85b7f5e1411
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;449;RS;333dec12-614d-4ba1-b5a8-e31927f0a01f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;449;RS;6efa4671-26b9-4a45-b8a5-9961e4165b92
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;476;RN;d9db157c-c414-4e80-9088-11128ce8b244
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;476;RN;ee36e5ce-6913-4e97-ac61-237b2bd5d57f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;464;AP;4b6db117-e3a5-4800-af05-3e9d2bbc0d6c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;464;AP;bb07c6bc-3adc-4e06-b5c4-ce5516bee848
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;c45e04f9-b941-45cd-91d3-38339773b0ab
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;80238959-2be0-4aba-bf4f-20078b718737
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;a6f0af20-1921-42cc-93d9-93b73e87048d
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;90cb59f2-32e3-4afb-a46b-f3252ed81864
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;510;RN;d1477a74-d766-4e43-9fff-0648175fae3c
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;510;RN;00441d80-e549-4225-8efa-38a0ac543061
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;482;PA;919c9ef6-d635-46a3-86c3-dea236bb55f2
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;482;PA;c6fc438b-96fe-477d-8ba8-0091ead8380b
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;469;AL;a2d89208-77bd-4ea9-a3eb-cb84245d1499
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;469;AL;ff9d13be-0940-4c6a-8b66-ed09436def02
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;437;AM;c62ed7b8-6996-4c1d-a6b7-c946c411cd88
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;437;AM;8af8b555-bf40-4093-93ed-701eaa42e913
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;472;GO;8d0a01a7-5257-4274-a17c-e04bf22bda8d
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;472;GO;4ae17fb7-2077-4ff5-bdfa-758f2ca5ae85
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;467;PR;d4d2c349-af26-467a-9828-e1ff1457b8eb
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;467;PR;ad645383-5e7d-4bbb-b39b-7e7e76424c70
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;487;PA;7cdf3001-0d31-45da-b62d-d4663cfcf3d6
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;487;PA;632d8d0a-9621-49cb-bfa9-aeb5f6ce08e4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;512;CE;5dbdbebd-c4b7-48a5-bebf-3b5fc7880c18
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;512;CE;802d6810-3de1-498e-8a7d-dbb02f932b29
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;dceadad6-51e3-4d5d-96f0-3cb37af3be59
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;771a7099-5752-42cc-bf9e-aa2f757e7904
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;442;AC;05ae58d6-d26c-47c7-8d11-2078eac7ecf3
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;442;AC;ddc4e8b2-e519-4d2e-9c3e-386f3a32a13b
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;511;AL;3e03191d-87b1-4a85-8454-3d2b67f09f6f
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;511;AL;26750468-abe1-4559-a58b-45adcabdc0ff
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;519;PE;730f34d6-20ed-4b34-bc61-9c711a3603d1
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;519;PE;f46eefa2-e3d1-4816-9844-7e0dd8165f3b
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;502;DF;0c875a5d-409d-4280-b35f-c379aa26c809
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;502;DF;d59190d6-8f98-45c8-a38f-3b5ec3d41cb0
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;483;ES;81a9224c-c3b3-479b-961c-155d72af4595
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;483;ES;1347fc2e-f019-406a-9160-83a0db8e5dc3
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;435;MG;f48fb6f0-21a2-469d-9d1a-b6a69cad5f5a
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;435;MG;063cdcc5-4d9b-438f-a1a1-c0ed25a592e4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;519;PE;476841f3-c445-45fc-a0e7-85d84dc159ed
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;519;PE;1a6bccbd-9549-4dac-92c6-5acc2c972126
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;450;CE;9f669422-fab8-4456-8214-cd693c7dd6e5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;450;CE;ac3ddc58-a576-40ef-8d67-f1d5fb6f4d8f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;496;PI;fb788c1c-25b5-4153-ad3a-d7338bd6f6af
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;496;PI;e8b03e5e-06bc-48af-acfd-0019c29d20d9
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;436;RJ;e76a5589-5a2f-4020-ae9a-5634bb5c89cf
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;436;RJ;b06d0049-98be-4c4a-a23d-dd5fcc2f40d3
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;504;GO;c8c484bc-643c-4cf8-8dea-46fefc0033bc
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;504;GO;11e31f1d-1fa9-4d8a-93fa-7c36369b15da
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;441;MG;0dcad176-702f-4145-bc95-4149c049e331
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;441;MG;c1729ace-76bd-4ff5-9512-c3780eca9a6a
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;474;SE;656af1be-e987-4380-bccf-c05e70d60803
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;474;SE;7993b810-36ab-4c0f-8422-65cece98e96e
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;482;PA;820369ad-3768-4a5f-baa9-367b10abd326
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;482;PA;bedbbf9e-2476-4939-9bd0-1a2552dc7233
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;480;RJ;e0f151b9-4d33-491d-88ef-b31868e08aa8
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;480;RJ;7a0cbdf2-c149-412f-847e-02f5b0249eae
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;478;SE;3959a180-537c-422d-8197-17c0606cee24
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;478;SE;5834b451-bc50-44fc-bbf6-637b31fc3196
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;473;AM;79e50567-a4c3-47a1-a5a8-4ef848b1e505
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;473;AM;e8c60efb-ac0d-4aa8-bdb9-9d9e159531f6
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;445;MA;1824e7a4-47e3-47d1-a50f-89bf2a98efa5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;445;MA;e7d51fd5-a163-4938-9bbc-c9e34e5b4c65
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;511;AL;8cd8475e-fb81-4ce0-9ef9-ef62866d99fb
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;511;AL;deb1cc76-c5c4-4d1f-be3b-7bfe3906aa0c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;499;SC;306c4ef1-dd25-4405-8051-add913d7f716
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;499;SC;3e15ef86-e6d5-4a03-bda8-ebfd9eade1d7
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;493;AM;393c080b-eab0-4bc3-b2e6-829c6e09c983
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;493;AM;7468d932-3bf2-459f-bdb8-266d92862be4
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;472;GO;5b77bde3-6543-49eb-930d-45ee65afa120
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;472;GO;3fc55a27-e3ba-4e6f-90d2-8b0cfa8b6648
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;447;MS;a947f4c3-4c83-48a0-a233-cf35bacbad78
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;447;MS;8d934057-c36f-4068-ac2a-755be13bea60
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;489;PB;6b43a1de-1587-4d5a-9e9b-ef2a27cebdfd
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;489;PB;0069d6a6-0559-4b43-8404-421cee44f607
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;518;TO;cb3e0bad-6840-4ca4-aaef-2ff540d1953b
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;518;TO;39d1ac7d-2b7b-4e65-bde5-047beeb5bf83
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;443;PE;a1596ac0-a62d-4e49-9486-d0819b3b1e47
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;443;PE;f5132ce8-619a-4768-afcc-c6305db259de
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;501;AP;a0b6319d-2e33-46a3-8908-fc3420e77e85
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;501;AP;8c876f6b-9438-4e2a-ae25-8a3a7374b08d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;465;SC;08203970-c745-4f80-a88b-e5af5049a4a7
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;465;SC;51dbcba4-fe57-4519-9dd2-50fc48c8f924
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;489;PB;ca9f6747-5adf-4f02-bd12-f9cfa15abead
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;489;PB;4ef1e913-a443-46d4-a6ac-86c44d4e7bf4
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;438;MA;890d32a8-23af-44fe-a85e-d5231add2ceb
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;438;MA;a3cea57c-4b3a-410a-827e-554658c456c5
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;468;TO;0c733e70-ac04-4ce1-9a36-c59c875dfb7a
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;468;TO;254c143e-21ab-4877-b32e-a4637a72e2c6
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;452;DF;5a0fb42b-7263-46a5-8221-430f8a1616d9
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;452;DF;af21786f-7144-4f7f-9765-309cdbb438da
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;475;AP;4d4afad8-34b3-4301-807d-f431023ad070
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;475;AP;40931e35-797e-461e-955a-20836df02cd8
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;489;PB;e9fd8862-5bd7-445a-b8f8-e53cbe45e989
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;489;PB;5e22b03f-3ca3-48bf-bf55-33c5166b4aca
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;442;AC;0b8fce7e-6813-44aa-b149-64982586195a
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;442;AC;8393e165-3984-4b9c-91e3-5ef0106f505a
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;443;PE;2bf3487f-d19c-45f6-995a-ea68af85af6f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;443;PE;91b20e37-9eb3-4232-898b-a8733b6ce2e7
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;440;PB;f1a44a0f-5c7e-4fed-adfe-7fc6f03b2669
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;440;PB;96ffbf3b-fa5f-4728-a9d6-2b8a26cf5d2f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;465;SC;cea214b4-adab-406b-a28b-b7b20b668426
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;465;SC;ca569bfc-af18-421e-934f-25051e8df491
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;471;SP;8aa78527-ae05-446f-b16c-39ccaacf6442
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;471;SP;54e51838-ed70-485b-9d16-cb35af9699aa
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;474;SE;d53ecdc8-1825-4b8b-9ecd-f0c8c3441319
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;474;SE;60a9fa36-c6b4-40df-a07a-b6cd805a0049
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;457;AL;f2d1752e-9890-4888-8ec2-394d0cff6859
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;457;AL;71202fe2-f84d-46c4-84ea-f05578adda81
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;462;RS;fd13e2fe-1063-42e9-b093-1e0ca034beac
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;462;RS;231866ac-2a8b-4590-855c-b52aff106289
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;475;AP;84d5e326-3fe8-4fc6-b361-cb3e8617dbe5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;475;AP;75eeff0c-63c7-46c7-a996-bd43b626a8a8
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;495;MG;452e18a4-7fc2-420d-b254-4c0e39f68d4c
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;495;MG;6e74437e-92cc-4842-96d8-1b7d9b10c987
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;437;AM;65199fd4-c386-4a2a-b3eb-3972d09484da
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;437;AM;7ea2e1a5-8f06-4124-98bc-88b2ca36bae8
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;496;PI;ce5504f2-51ac-419c-a90d-350640cb5d46
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;496;PI;6997f604-f668-41f5-b224-f60d2e72d289
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;514;PR;fc185169-6688-411b-8997-f696cb70905d
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;514;PR;b97ff2a6-7b58-4a9a-ba07-983e557b8299
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;495;MG;ea7eca24-1534-4ded-bae5-ae4b67d0a967
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;495;MG;a5df2324-dedd-4bfa-b91f-0cb0cbb7a814
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;485;SP;eebf04a0-ceae-4c6c-9b6b-6d77f4a65abf
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;485;SP;595b30bd-dc7d-48cc-8dab-9ed565b11d02
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;485;SP;2158078c-9797-4316-bd6f-7ed3774f59d1
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;485;SP;52cc24cd-73c0-4f2e-96c1-10c06bb6fee3
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;497;RS;183de1ae-c9a5-4670-a86f-5976e21fc634
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;497;RS;4d48b796-5cb1-42ea-919c-7480a986a957
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;451;TO;fb182c97-e708-41ff-851a-820006267394
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;451;TO;7ac0cea0-bb61-48bf-9d4d-90588a3455ce
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;165df5f1-f53a-4358-a27b-b63b8d7fbee9
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;d1e91c66-cdd5-4c27-a500-dfeec8ac3733
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;487;PA;7dc556b7-ec1d-44d4-a7e2-0dadf2a38487
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;487;PA;27b10880-9a43-435e-870d-ba649da70d58
